mouraID;NOME;SEXO;PORTE;CAD PETZ ID;DATA DE NASCIMENTO;PESO;FOTO;UNIDADE PETZ;CIDADE;ESTADO;IDADE (MESES);FILHOTE;ENTRADA;PERMANÊNCIA;FAIXA ETARIA
4701665;Mezzaluna;FEMALE;Pequeno;7223121;2024-02-15;3.0;https://s3.amazonaws.com/petz-cdm-stg/00a6f995-ee84-4ca3-b883-8ea2a2be5772.jpeg;Petz Morumbi;SAO PAULO;SP;8;True;2024-10-19;1;FILHOTE
4711053;Miagui;MALE;Pequeno;7236103;2024-08-01;1.0;https://s3.amazonaws.com/petz-cdm-stg/2bc2aa32-20c9-4e42-860c-7874c6c92fe7.jpeg;Petz Congonhas;SAO PAULO;SP;3;True;2024-10-19;0;FILHOTE
4701301;MINGAU;MALE;Pequeno;7222694;2022-01-22;3.0;https://s3.amazonaws.com/petz-cdm-stg/a1d17ef0-f909-41c0-a66b-16579351dbe7.jpeg;Petz João Firmino;SAO BERNARDO DO CAMPO;SP;33;False;2024-10-19;3;ADULTO
4701309;NARIZINHA;FEMALE;Pequeno;7222704;2022-01-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/a6240235-61d2-4ade-93d9-97ee274da819.jpeg;Petz João Firmino;SAO BERNARDO DO CAMPO;SP;34;False;2024-10-19;3;ADULTO
4687864;Nena;FEMALE;Pequeno;7204512;2024-01-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/8deb155a-c844-403f-a6ea-ef208354c2e3.jpeg;Petz Salvador Bonocô;SALVADOR;BA;10;True;2024-10-19;3;FILHOTE
4699776;Nerp;MALE;Pequeno;7220681;2022-08-23;5.0;https://s3.amazonaws.com/petz-cdm-stg/61e48948-3c1c-4901-b57b-1ebb782616f8.jpeg;Petz Hortolandia;HORTOLANDIA;SP;26;False;2024-10-19;2;ADULTO
4711057;Obento;MALE;Pequeno;7236105;2024-08-01;1.0;https://s3.amazonaws.com/petz-cdm-stg/276efa7e-2005-40c5-bfd2-a95f145fd0b7.jpeg;Petz Congonhas;SAO PAULO;SP;3;True;2024-10-19;0;FILHOTE
4598379;Octavio;MALE;Pequeno;7090023;2024-03-10;1.0;https://s3.amazonaws.com/petz-cdm-stg/890f0fe7-5803-4b11-9a04-a62a984ea139.jpeg;Petz Osasco;OSASCO;SP;7;True;2024-10-19;3;FILHOTE
4706516;Poppy ;FEMALE;Pequeno;7229939;2023-11-01;4.0;https://s3.amazonaws.com/petz-cdm-stg/1efea5dc-b130-4c49-96ce-a7618f275ded.jpeg;Petz Augusta;SAO PAULO;SP;12;False;2024-10-19;3;JUNIOR
4698970;Pudim;MALE;Pequeno;7219592;2024-01-07;4.0;https://s3.amazonaws.com/petz-cdm-stg/b6e5e515-3b0c-4b90-8942-4bdd4ffbece9.jpeg;Petz Sorocaba;SOROCABA;SP;9;True;2024-10-19;1;FILHOTE
4707909;RONI ;MALE;Pequeno;7231602;2023-10-20;4.0;https://s3.amazonaws.com/petz-cdm-stg/2a4ac790-3647-45de-a1e2-c9967a575ef2.jpeg;Petz Bosque Maia;GUARULHOS;SP;12;False;2024-10-19;2;JUNIOR
4707524;Safira;FEMALE;Pequeno;7231172;2023-10-12;2.0;https://s3.amazonaws.com/petz-cdm-stg/82130e02-0024-4a4b-9279-42199e6645d0.jpeg;Petz Anália Franco;SAO PAULO;SP;12;False;2024-10-19;0;JUNIOR
4701487;Sophia;FEMALE;Pequeno;7222915;2023-10-10;2.0;https://s3.amazonaws.com/petz-cdm-stg/91164a50-b768-465b-9a91-332bad61046c.jpeg;Petz Piracicaba;PIRACICABA;SP;12;False;2024-10-19;0;JUNIOR
4707525;Tar Palantir ;MALE;Pequeno;7231168;2024-01-29;2.0;https://s3.amazonaws.com/petz-cdm-stg/d39a125f-0dc5-4300-9048-f9f91e2659a6.jpeg;Petz Anália Franco;SAO PAULO;SP;9;True;2024-10-19;0;FILHOTE
4695032;Tutti;MALE;Pequeno;7214212;2022-06-14;4.0;https://s3.amazonaws.com/petz-cdm-stg/51ab311b-639f-41ed-acf0-258349dee6a9.jpeg;Petz Rio Claro;RIO CLARO;SP;28;False;2024-10-19;1;ADULTO
4707910;Vênus ;FEMALE;Pequeno;7231605;2023-10-25;4.0;https://s3.amazonaws.com/petz-cdm-stg/17782835-c1ec-498f-8024-9c2dbb0fe375.jpeg;Petz Bosque Maia;GUARULHOS;SP;12;False;2024-10-19;2;JUNIOR
4707526;Victor Strand;MALE;Pequeno;7231170;2023-10-15;3.0;https://s3.amazonaws.com/petz-cdm-stg/fff27efc-50db-4fb7-8c6e-1ac06f702aff.jpeg;Petz Anália Franco;SAO PAULO;SP;12;False;2024-10-19;2;JUNIOR
4708391;Vidinha ;FEMALE;Pequeno;7232303;2024-07-07;1.0;https://s3.amazonaws.com/petz-cdm-stg/354a8f1c-984e-42b1-a806-7d6963dde9d2.jpeg;Petz Avenida das Americas;RIO DE JANEIRO;RJ;3;True;2024-10-19;1;FILHOTE
4708378;Vitor ;MALE;Pequeno;7232290;2024-07-07;1.0;https://s3.amazonaws.com/petz-cdm-stg/6a138347-2304-4fd4-8e6b-62d0a43de114.jpeg;Petz Avenida das Americas;RIO DE JANEIRO;RJ;3;True;2024-10-19;0;FILHOTE
4711045;Yago;MALE;Pequeno;7236088;2024-07-12;1.0;https://s3.amazonaws.com/petz-cdm-stg/225fe0a7-7366-4987-807f-065d1d2c5d1c.jpeg;Petz Congonhas;SAO PAULO;SP;3;True;2024-10-19;1;FILHOTE
4711042;Yumi;FEMALE;Pequeno;7236079;2024-07-12;1.0;https://s3.amazonaws.com/petz-cdm-stg/7aa6da59-349a-436e-bca7-b94c46e5c1fa.jpeg;Petz Congonhas;SAO PAULO;SP;3;True;2024-10-19;2;FILHOTE
4701225;ZANGADA ;FEMALE;Pequeno;7222604;2022-01-29;3.9;https://s3.amazonaws.com/petz-cdm-stg/5bf683a7-ed18-48b2-afe9-f6cda47b172b.jpeg;Petz João Firmino;SAO BERNARDO DO CAMPO;SP;33;False;2024-10-19;3;ADULTO
4712904;Capitu ;FEMALE;Pequeno;7238539;2024-08-20;1.0;https://s3.amazonaws.com/petz-cdm-stg/01383e32-df5d-41bc-8dda-20eca898ca64.jpeg;Petz Nossa Senhora do Carmo;BELO HORIZONTE;MG;2;True;2024-10-26;1;FILHOTE
4713561;Cebolinha;MALE;Pequeno;7239369;2024-05-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/03cdb72a-c92b-4af9-b98b-e58e6c248b9c.jpeg;Petz Tamboré;BARUERI;SP;5;True;2024-10-26;3;FILHOTE
4712905;DOMINIQUE;FEMALE;Pequeno;7238541;2024-06-01;0.2;https://s3.amazonaws.com/petz-cdm-stg/7f1fe847-e4ef-40ed-acde-cfcb1874b0d4.jpeg;Petz Salvador Bonocô;SALVADOR;BA;5;True;2024-10-26;0;FILHOTE
4713564;Eduqrdo;MALE;Pequeno;7239370;2024-05-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/e7a7f3ee-cf29-404e-ac15-30b0aac10ea3.jpeg;Petz Tamboré;BARUERI;SP;5;True;2024-10-26;1;FILHOTE
4712027;ENZO;MALE;Pequeno;7237358;2024-08-05;2.0;https://s3.amazonaws.com/petz-cdm-stg/6cfc8741-e2c5-4c8d-8295-ce62332908b4.jpeg;Petz W3 Norte;BRASILIA;DF;3;True;2024-10-26;3;FILHOTE
4712910;Gaia ;FEMALE;Pequeno;7238547;2024-08-20;1.0;https://s3.amazonaws.com/petz-cdm-stg/67a7cf8b-ebf2-4e69-8a48-d8db866f8dbc.jpeg;Petz Nossa Senhora do Carmo;BELO HORIZONTE;MG;2;True;2024-10-26;0;FILHOTE
4236431;Hanna;FEMALE;Pequeno;6617094;2023-04-10;1.0;https://s3.amazonaws.com/petz-cdm-stg/c8800387-f396-42f1-b3dc-08208ff9d28b.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;18;False;2024-10-26;2;JUNIOR
4712936;Jane;FEMALE;Pequeno;7238578;2024-04-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/da1bc1f7-5382-4a04-9624-9f7647dd806c.jpeg;Petz Salvador Bonocô;SALVADOR;BA;7;True;2024-10-26;3;FILHOTE
4712993;JERRY ;MALE;Pequeno;7238630;2023-10-10;4.0;https://s3.amazonaws.com/petz-cdm-stg/9a1695ea-57b0-43f5-af7c-919e8ecf26e9.jpeg;Petz Bosque Maia;GUARULHOS;SP;12;False;2024-10-26;3;JUNIOR
4712086;Joaquina;FEMALE;Pequeno;7237423;2023-10-20;5.0;https://s3.amazonaws.com/petz-cdm-stg/f3b757c3-9fb2-4137-9aad-fa4623ee0208.jpeg;Petz Santo André;SANTO ANDRE;SP;12;False;2024-10-26;2;JUNIOR
4705858;Katita;FEMALE;Pequeno;7229077;2024-06-20;1.0;https://s3.amazonaws.com/petz-cdm-stg/bb9a557b-e8b3-4e3d-b0b9-0d323844eb13.jpeg;Petz Carrefour Manilha;SAO GONCALO;RJ;4;True;2024-10-26;0;FILHOTE
4713305;LILIANA;FEMALE;Pequeno;7239012;2024-07-10;1.0;https://s3.amazonaws.com/petz-cdm-stg/f2484de2-e379-4f06-838e-3bb8146cfa9a.jpeg;Petz Ricardo Jafet 24h;SAO PAULO;SP;3;True;2024-10-26;0;FILHOTE
4704834;LILICA;FEMALE;Pequeno;7227749;2020-01-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/cba24bf1-9dd1-400a-bcd0-f69e84a32635.jpeg;Petz Rio Claro;RIO CLARO;SP;58;False;2024-10-26;2;ADULTO
4712927;LUCCA;MALE;Pequeno;7238568;2024-07-30;2.0;https://s3.amazonaws.com/petz-cdm-stg/c969bcaf-0279-4ca9-a2cf-63c83ea041d0.jpeg;Petz Salvador Bonocô;SALVADOR;BA;3;True;2024-10-26;1;FILHOTE
4713557;Magali;FEMALE;Pequeno;7239365;2024-05-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/2e7508e4-f1de-41a9-a827-246240ae9dfa.jpeg;Petz Tamboré;BARUERI;SP;5;True;2024-10-26;0;FILHOTE
4712935;Mary;FEMALE;Pequeno;7238576;2024-01-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/064011a4-b032-4a1a-b25d-3bb96cedfbdb.jpeg;Petz Salvador Bonocô;SALVADOR;BA;10;True;2024-10-26;0;FILHOTE
4691606;Mavie;MALE;Pequeno;7209513;2024-02-26;2.0;https://s3.amazonaws.com/petz-cdm-stg/7495ba4a-4af9-4220-8d72-b924817c1f8f.jpeg;Petz Palmas;PALMAS;TO;8;True;2024-10-26;1;FILHOTE
4712528;MENINA;FEMALE;Pequeno;7238065;2022-10-18;3.0;https://s3.amazonaws.com/petz-cdm-stg/e8206434-3eb8-429d-892b-7214f4169546.jpeg;Petz Ricardo Jafet 24h;SAO PAULO;SP;24;False;2024-10-26;0;ADULTO
4713760;Mia ;FEMALE;Pequeno;7239618;2024-08-22;3.0;https://s3.amazonaws.com/petz-cdm-stg/96d02369-6a22-4cf1-9bce-0a9165e036c8.jpeg;Petz Uberlândia;UBERLANDIA;MG;2;True;2024-10-26;0;FILHOTE
4712917;Mingau ;MALE;Pequeno;7238555;2024-08-20;1.0;https://s3.amazonaws.com/petz-cdm-stg/438b7820-800e-4a5d-95d4-9fe3bbc27981.jpeg;Petz Nossa Senhora do Carmo;BELO HORIZONTE;MG;2;True;2024-10-26;2;FILHOTE
4713556;Moniva;FEMALE;Pequeno;7239361;2024-05-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/87245537-c258-4dc0-a9a7-7d4c79759431.jpeg;Petz Tamboré;BARUERI;SP;5;True;2024-10-26;0;FILHOTE
4677644;Morgan;FEMALE;Pequeno;7190554;2024-04-10;0.0;https://s3.amazonaws.com/petz-cdm-stg/e75c8520-cdc7-4464-b271-b7ff3d828d20.jpeg;Petz Gastão Vidigal;SAO PAULO;SP;6;True;2024-10-26;0;FILHOTE
4698643;Névoa;FEMALE;Pequeno;7219188;2023-06-29;5.0;https://s3.amazonaws.com/petz-cdm-stg/9f512c65-e2a8-4b63-b20d-d3da8f2882ba.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;16;False;2024-10-26;2;JUNIOR
4712720;PANDA;MALE;Pequeno;7238289;2023-10-10;3.0;https://s3.amazonaws.com/petz-cdm-stg/735ad670-7440-48c1-9340-d829abebf42b.jpeg;Petz Pacaembu;SAO PAULO;SP;12;False;2024-10-26;0;JUNIOR
4712926;Petra ;FEMALE;Pequeno;7238566;2024-08-20;1.0;https://s3.amazonaws.com/petz-cdm-stg/5d3dc92a-ef70-46c2-a2f3-4d9c15b0a4cd.jpeg;Petz Nossa Senhora do Carmo;BELO HORIZONTE;MG;2;True;2024-10-26;0;FILHOTE
4705859;selene;FEMALE;Pequeno;7229078;2024-02-20;2.0;https://s3.amazonaws.com/petz-cdm-stg/de2d5d80-de6d-4899-ad05-ce4ec2c14d17.jpeg;Petz Carrefour Manilha;SAO GONCALO;RJ;8;True;2024-10-26;0;FILHOTE
4711691;TERESA;FEMALE;Pequeno;7236982;2024-01-11;3.0;https://s3.amazonaws.com/petz-cdm-stg/e40f87ec-5169-4b05-b678-6b06fbf20d08.jpeg;Petz Ricardo Jafet 24h;SAO PAULO;SP;9;True;2024-10-26;0;FILHOTE
4711201;Tigrinho;MALE;Pequeno;7236287;2024-01-15;4.0;https://s3.amazonaws.com/petz-cdm-stg/20dbd1e0-df81-4487-9460-47c3e844ad70.jpeg;Petz Vila Isabel;RIO DE JANEIRO;RJ;9;True;2024-10-26;0;FILHOTE
4057566;ZAACK;MALE;Pequeno;6385691;2022-10-10;3.0;https://s3.amazonaws.com/petz-cdm-stg/9df7609b-1216-4a19-a8e6-c287caffe0d0.jpeg;Petz Santo André;SANTO ANDRE;SP;24;False;2024-10-26;2;ADULTO
4605351;Anne;FEMALE;Pequeno;7099304;2024-03-29;1.0;https://s3.amazonaws.com/petz-cdm-stg/a082410b-954f-44e0-a134-bd78cfb2f524.jpeg;Petz Washington Soares;FORTALEZA;CE;7;True;2024-11-02;3;FILHOTE
4620490;BABALU;FEMALE;Pequeno;7118166;2024-04-05;1.0;https://s3.amazonaws.com/petz-cdm-stg/154bf1e5-ca9b-4536-8676-b92b7f3dd580.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;7;True;2024-11-02;3;FILHOTE
4718674;Bianca;FEMALE;Pequeno;7246639;2023-11-20;0.3;https://s3.amazonaws.com/petz-cdm-stg/d199c38e-e4de-4e25-a6c4-469efb01a85d.jpeg;Petz Radial Leste;SAO PAULO;SP;11;True;2024-11-02;1;FILHOTE
4717963;Bidu;MALE;Pequeno;7245599;2024-08-05;2.0;https://s3.amazonaws.com/petz-cdm-stg/0c9b0829-abbb-43c5-8bc4-78fd3a671d01.jpeg;Petz Congonhas;SAO PAULO;SP;3;True;2024-11-02;0;FILHOTE
4719714;Bombom;FEMALE;Pequeno;7248128;2023-11-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/f7d40aa3-13e6-44ee-91b8-396798255267.jpeg;Petz Giovanni Gronchi;SAO PAULO;SP;12;False;2024-11-02;1;JUNIOR
4718730;Chanel;FEMALE;Pequeno;7246711;2024-05-10;2.0;https://s3.amazonaws.com/petz-cdm-stg/a599ce99-10b7-4fe1-ad1b-56c64720d3d1.jpeg;Petz Osasco;OSASCO;SP;5;True;2024-11-02;0;FILHOTE
4604340;Colin;MALE;Pequeno;7097933;2024-02-15;2.0;https://s3.amazonaws.com/petz-cdm-stg/4bf7f837-8a03-4ac5-acbf-92009b120772.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;8;True;2024-11-02;1;FILHOTE
4620511;DALILA;FEMALE;Pequeno;7118194;2023-06-13;3.0;https://s3.amazonaws.com/petz-cdm-stg/b7e30fc7-5273-4d7a-9e33-077faaaef9a4.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;16;False;2024-11-02;3;JUNIOR
4712040;DOMINÓ ;FEMALE;Pequeno;7237366;2024-09-10;2.0;https://s3.amazonaws.com/petz-cdm-stg/9bae0341-8911-48c0-a9f2-8e43851d7059.jpeg;Petz W3 Norte;BRASILIA;DF;1;True;2024-11-02;1;FILHOTE
4713547;Dunia;FEMALE;Pequeno;7239348;2024-03-15;4.0;https://s3.amazonaws.com/petz-cdm-stg/d1c6edc2-86d1-4ac2-b759-17a085870720.jpeg;Petz Augusta;SAO PAULO;SP;7;True;2024-11-02;1;FILHOTE
4676060;Florença ;FEMALE;Pequeno;7189438;2024-02-28;3.0;https://s3.amazonaws.com/petz-cdm-stg/08daa48c-1b96-4789-856a-8f2762427629.jpeg;Petz Anhaia Mello;SAO PAULO;SP;8;True;2024-11-02;1;FILHOTE
4718686;Fumaça;MALE;Pequeno;7246655;2022-10-31;0.0;https://s3.amazonaws.com/petz-cdm-stg/4b7980bd-dca8-4fef-8193-32d877b24a5c.jpeg;Petz Bosque Maia;GUARULHOS;SP;24;False;2024-11-02;3;ADULTO
4536288;Gabi;FEMALE;Pequeno;7011893;2022-08-10;3.0;https://s3.amazonaws.com/petz-cdm-stg/eaebefcb-891a-47e0-9070-1b7f70d61fcf.jpeg;Petz Extra Maracanã;RIO DE JANEIRO;RJ;26;False;2024-11-02;2;ADULTO
4717985;Itapeva;MALE;Pequeno;7245636;2024-08-22;2.0;https://s3.amazonaws.com/petz-cdm-stg/3882e7dd-18d5-4330-be72-97d07a71cd6b.jpeg;Petz Alto da Boa Vista;SAO PAULO;SP;2;True;2024-11-02;1;FILHOTE
4676056;Jessie;FEMALE;Pequeno;7189432;2024-01-30;3.0;https://s3.amazonaws.com/petz-cdm-stg/8ef1e679-5758-4e6e-bc2c-fa2097e6d945.jpeg;Petz Anhaia Mello;SAO PAULO;SP;9;True;2024-11-02;0;FILHOTE
4716220;Juan;MALE;Pequeno;7243128;2024-08-01;2.0;https://s3.amazonaws.com/petz-cdm-stg/5a303fd4-0023-482b-b91c-7683e7ca3430.jpeg;Petz Washington Luís;SAO PAULO;SP;3;True;2024-11-02;0;FILHOTE
4713491;Justin;MALE;Pequeno;7239282;2024-05-05;4.0;https://s3.amazonaws.com/petz-cdm-stg/28bcd374-5a71-48df-a1e3-c045e4e7282c.jpeg;Petz Aracaju;ARACAJU;SE;6;True;2024-11-02;0;FILHOTE
4718701;KIKO;MALE;Pequeno;7246672;2023-12-16;4.0;https://s3.amazonaws.com/petz-cdm-stg/b6776393-b633-4c3e-a95b-ab977bb7eb5c.jpeg;Petz Marginal Tiete;SAO PAULO;SP;10;True;2024-11-02;2;FILHOTE
4716244;Lea;FEMALE;Pequeno;7243158;2024-08-01;2.0;https://s3.amazonaws.com/petz-cdm-stg/93d17768-9c9b-45b2-8a7c-eb44e8bdc0ba.jpeg;Petz Washington Luís;SAO PAULO;SP;3;True;2024-11-02;0;FILHOTE
4718125;LIA;FEMALE;Pequeno;7245807;2024-04-28;2.0;https://s3.amazonaws.com/petz-cdm-stg/3dcd2796-d6f4-4d52-8853-c6f943d08c70.jpeg;Petz Bosque Maia;GUARULHOS;SP;6;True;2024-11-02;2;FILHOTE
4718749;Lola;FEMALE;Pequeno;7246731;2024-06-10;2.0;https://s3.amazonaws.com/petz-cdm-stg/37bb4240-dbe3-4388-a961-5ac51909c965.jpeg;Petz Osasco;OSASCO;SP;4;True;2024-11-02;3;FILHOTE
4717245;Luna;FEMALE;Pequeno;7244573;2024-03-30;2.0;https://s3.amazonaws.com/petz-cdm-stg/a2f9d60e-f470-470d-846b-019a17fe513b.jpeg;Petz Washington Soares;FORTALEZA;CE;7;True;2024-11-02;3;FILHOTE
4718738;Luna;FEMALE;Pequeno;7246719;2024-06-10;2.0;https://s3.amazonaws.com/petz-cdm-stg/2da6d0e6-eed5-419a-8496-bbf5723fcea8.jpeg;Petz Osasco;OSASCO;SP;4;True;2024-11-02;1;FILHOTE
4711331;Maramora;FEMALE;Pequeno;7236420;2024-06-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/321b0a1a-e361-42c3-ab31-936f1465a26a.jpeg;Petz Bandeirantes 24h;SAO PAULO;SP;5;True;2024-11-02;2;FILHOTE
4712629;Michele;FEMALE;Pequeno;7238197;2022-10-16;5.0;https://s3.amazonaws.com/petz-cdm-stg/a25b3189-4c52-4d5e-b28e-90baf0c448e0.jpeg;Petz Augusta;SAO PAULO;SP;24;False;2024-11-02;0;ADULTO
4718718;MILA;FEMALE;Pequeno;7246693;2023-10-15;4.0;https://s3.amazonaws.com/petz-cdm-stg/1ccf95f8-4b1c-4391-a687-44a0320f215c.jpeg;Petz Marginal Tiete;SAO PAULO;SP;12;False;2024-11-02;1;JUNIOR
4712044;NACHO;MALE;Pequeno;7237371;2024-09-10;2.0;https://s3.amazonaws.com/petz-cdm-stg/22ccaa2b-d6d9-4099-95c8-c6f9ab617a99.jpeg;Petz W3 Norte;BRASILIA;DF;1;True;2024-11-02;0;FILHOTE
4719641;Nenem;FEMALE;Pequeno;7248034;2023-11-01;3.0;https://s3.amazonaws.com/petz-cdm-stg/bcfe4a9c-4d4e-4ccd-83ec-4a3caa63c733.jpeg;Petz Giovanni Gronchi;SAO PAULO;SP;12;False;2024-11-02;1;JUNIOR
4711110;Panji;MALE;Pequeno;7236162;2019-08-21;3.0;https://s3.amazonaws.com/petz-cdm-stg/6ae7da33-3ff0-4a2f-a1c0-c2d8231542d5.jpeg;Petz Alto da Boa Vista;SAO PAULO;SP;62;False;2024-11-02;0;ADULTO
4711333;Pop;FEMALE;Pequeno;7236427;2023-10-20;4.0;https://s3.amazonaws.com/petz-cdm-stg/ab0794b5-abad-412d-b263-a26e00b4b6a5.jpeg;Petz Bandeirantes 24h;SAO PAULO;SP;12;False;2024-11-02;2;JUNIOR
4716229;Ravi;MALE;Pequeno;7243136;2024-08-01;2.0;https://s3.amazonaws.com/petz-cdm-stg/4890c8f4-68da-4313-9342-0a02033ee964.jpeg;Petz Washington Luís;SAO PAULO;SP;3;True;2024-11-02;0;FILHOTE
